social_network,outbound_post,status,account,account_type,author_name,campaign_name,permalink,scheduledtime,publishedtime,tags,published_date,day_of_week,time_of_day,events_outbound_message,media_format_outbound_message,related_product_outbound_message,msft_learn_product_program_outbound_message,c_641deea526668532c520df4c,msft_learn_content_owner_outbound_message,msft_learn_primary_audience_outbound_message,primary_objective_outbound_message,media_type,permalink_1,account_1,msft_learn_approvers_outbound_message,gdc_impressions_sum,gdc_total_engagements_sum,post_likes_and_reactions_sum,post_comments_sum,post_shares_sum,estimated_clicks_sum,gdc_total_engagement_views_sum,count_of_positive_comments_sum,count_of_neutral_comments_sum,count_of_negative_comments_sum,followers_at_post_time_sum,instagram_business_post_impressions_sum,x_poll_votes_sum,stories_alcance,stories_visitas_perfil,stories_navegacao,stories_seguimentos
Instagram,"Your next move, decided. Screenshot and tell us which certification you landed on 🎯",SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/reel/DTL3MRqkkdN/,2026-01-06 17:05:27,2026-01-06 17:05:27,,01-06-2026 17:05,Tuesday,17:00,, , ,Microsoft Certifications, ,MSFT Learn | Agency (Dojo) created,General,,Video,https://www.instagram.com/reel/DTL3MRqkkdN/,microsoftlearn,,8303,257,175,15,19,0,8560,0,15,0,115483,0,,,,,
LinkedIn,"This one's for the marketing teams building the tools that don’t always make the roadmap.

Skill up here: https://aiskillsnavigator.microsoft.com/player?catalogId=module-744d5ffbc281be45a11c4fd62bc2f60d215718c17036a91cf7da7c13abdebddc/?UTM_Source=SOC_Social&UTM_Medium=Social&UTM_Campaign=VibeCoding_AON&UTM_Term=AON",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | OBO (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7443401509532381186,2026-03-27 17:00:00,2026-03-27 17:00:11,,03-27-2026 17:00,Friday,17:00,, , ,Other, ,MSFT Learn | Microsoft created,Biz User,,Document,https://www.linkedin.com/feed/update/urn:li:ugcPost:7443401509532381186,Microsoft Learn,,8338,4749,107,3,15,74,4749,1,2,0,1111428,0,,,,,
Instagram,"We are here to support your AI journey:
📚 12 months of Microsoft 365 + Copilot for students
💡 Global events like Github Universe
🏫 Learn certifications and more
👉 Tap the link in bio to learn more.",SENT,microsoftlearn,INSTAGRAM,Emma Casey,Social: Broadcast (21),https://www.instagram.com/p/DPkLqyKjequ/,2025-10-09 12:00:00,2025-10-09 12:00:03,,10-09-2025 12:00,Thursday,12:00,, , ,AI, ,MSFT Learn | Agency (Dojo) created,NextGen,,Photo,https://www.instagram.com/p/DPkLqyKjequ/,microsoftlearn,,8340,63,53,2,3,0,63,1,1,0,71286,0,,,,,
X,"Microsoft Learn for Organizations can help your team build resilience with curated learning paths, whitepapers and other resources.
Download the kit → https://t.co/o1Tq3jpgNi https://t.co/bxo0Dnv0f2",SENT,Microsoft Learn,TWITTER,SprinklrSystem ,[Auto Import] (Universal),https://twitter.com/MicrosoftLearn/status/1978199652123001178,2025-10-14 16:42:04,2025-10-14 16:42:04,,10-14-2025 16:42,Tuesday,16:00,, , ,, ,,,,Photo,https://twitter.com/MicrosoftLearn/status/1978199652123001178,Microsoft Learn,,8369,337,121,0,19,0,337,0,0,0,484969,0,,,,,
Threads,What’s a tiny tech skill that completely changed your day-to-day that you wish you knew sooner?,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DUbyHjUD4wz,2026-02-06 18:00:00,2026-02-06 18:00:22,,02-06-2026 18:00,Friday,18:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DUbyHjUD4wz,microsoftlearn,,8393,63,33,28,2,0,63,5,22,1,12638,0,,,,,
LinkedIn,"🚀 AI, career pathways, and the future of higher education.

Day one at SXSW EDU centered on how AI is reshaping learning and career preparation in higher education.

A theme that came up repeatedly was career pathways. Students want clearer connections between what they study and the jobs they can pursue. More than 15 million young people explore career paths each year, which shows how many learners are actively trying to understand what roles exist and what skills they’ll need.

Another major conversation focused on workforce readiness. As AI changes how work gets done, educators are thinking differently about the capabilities students need to graduate with. Skills like problem solving, digital fluency, adaptability, and collaboration with AI systems are becoming foundational.

One session showed how classrooms are beginning to integrate AI directly into learning. Students aren’t just studying the technology. They’re learning how to prompt, collaborate with, and think critically alongside AI tools and agents.

The takeaway from day one: the next generation of learners will use AI and lead with it.

Higher education is evolving so students graduate with both the skills and career awareness needed for an AI-driven workforce.

More reflections from SXSW EDU tomorrow. 🎓",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,MSFT Learn | Next Gen (Universal),https://www.linkedin.com/feed/update/urn:li:ugcPost:7436923562525028354,2026-03-09 19:58:48,2026-03-09 19:59:09,,03-09-2026 19:59,Monday,19:00,, , ,Other, ,MSFT Learn | Microsoft created,NextGen,,Video,https://www.linkedin.com/feed/update/urn:li:ugcPost:7436923562525028354,Microsoft Learn,,8408,341,110,3,16,0,2872,2,1,0,1092453,0,,,,,
TikTok,Katherine knows the power of curiosity. It’s one of the smartest ways to fuel your future career. 📈,SENT,Microsoft Learn,TIKTOK_BUSINESS,Emma Casey,MSFT Learn | AON (Universal),https://www.tiktok.com/@microsoftlearn/video/7596716324596895031,2026-01-18 10:00:01,2026-01-18 10:00:01,,01-18-2026 10:00,Sunday,10:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Video,https://www.tiktok.com/@microsoftlearn/video/7596716324596895031,Microsoft Learn,,8425,72,66,4,2,0,8497,3,1,0,7005,0,,,,,
Instagram,Drowning in emails? Take back control with these quick inbox fixes 📩,SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | AON (Universal),https://www.instagram.com/reel/DSc4x1DkkPV/,2025-12-19 11:15:01,2025-12-19 11:15:01,,12-19-2025 11:15,Friday,11:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Agency (Dojo) created,Biz User,,Video,https://www.instagram.com/reel/DSc4x1DkkPV/,microsoftlearn,,8437,164,131,6,13,0,8601,3,2,1,105877,0,,,,,
LinkedIn,"Our blog and community just got an upgrade!
Meet The Skills Hub, our new destination for resources, connections, and growth. Learn more → https://lnkd.in/e5wxqhbQ ",SENT,Microsoft Learn,LINKEDIN_COMPANY,SprinklrSystem ,[Auto Import] (Universal),https://www.linkedin.com/feed/update/urn:li:share:7391543376032198656,2025-11-04 13:34:29,2025-11-04 13:34:29,,11-04-2025 13:34,Tuesday,13:00,, , ,, ,,,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7391543376032198656,Microsoft Learn,,8457,276,73,1,10,0,276,1,0,0,988788,0,,,,,
Instagram,Many of these security fundamentals show up in your daily workflow already. Knowing what they’re called turns routine actions into intentional security habits.,SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | AON (Universal),https://www.instagram.com/p/DT_jH6CEyZZ/,2026-01-26 18:50:29,2026-01-26 18:50:29,,01-26-2026 18:50,Monday,18:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,General,,Carousel,https://www.instagram.com/p/DT_jH6CEyZZ/,microsoftlearn,,8500,144,111,6,3,0,144,3,3,0,114869,0,,,,,
X,"With Microsoft Learn for Organizations, you can build a targeted security plan and track progress as your team develops critical security competencies. 
👉 Explore the best plan for your team → learn.microsoft.com/training/plans-on-microsoft-learn?wt.mc_id=lfo_x_organicsocial_wwl",SENT,Microsoft Learn,TWITTER,Emma Casey,Social: Broadcast (21),https://twitter.com/MicrosoftLearn/status/1984354974633996780,2025-10-31 15:00:00,2025-10-31 16:21:08,,10-31-2025 16:21,Friday,16:00,, , ,Learn for Organizations, ,MSFT Learn | Agency (Dojo) created,Biz User,,Photo,https://twitter.com/MicrosoftLearn/status/1984354974633996780,Microsoft Learn,Nancy Tandy Approver Group,8507,312,106,3,19,227,312,1,2,0,484190,0,,,,,
X,"Learning new tech isn't about having all the answers. It's about curiosity, experimentation, and embracing a growth mindset.",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | AON (Universal),https://twitter.com/MicrosoftLearn/status/2035325551578157406,2026-03-21 08:00:00,2026-03-21 08:00:00,,03-21-2026 08:00,Saturday,08:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://twitter.com/MicrosoftLearn/status/2035325551578157406,Microsoft Learn,,8554,303,235,16,43,0,303,8,6,2,483392,0,,,,,
X,"Party Chat walked so collaborative learning could run 😮‍💨
Happy 20th, Xbox 360!",SENT,Microsoft Learn,TWITTER,SprinklrSystem ,[Auto Import] (Universal),https://twitter.com/MicrosoftLearn/status/1992300323180794176,2025-11-22 13:33:06,2025-11-22 13:33:06,,11-22-2025 13:33,Saturday,13:00,, , ,, ,,,,Text,https://twitter.com/MicrosoftLearn/status/1992300323180794176,Microsoft Learn,,8557,52,45,0,6,0,52,0,0,0,482142,0,,,,,
LinkedIn,"Cybersecurity Awareness Month is wrapping up, but your team's learning journey doesn’t have to. 
With Microsoft Learn for Organizations, you can build a targeted security plan and track progress as your team develops critical security competencies. 
👉 Explore the best plan for your team → https://learn.microsoft.com/en-us/training/plans-on-microsoft-learn?wt.mc_id=lfo_linkedin_organicsocial_wwl&tabs=administrator%2Caiengineer%2Cbusinessleaderchiefinformationsecurityofficer%2Cazureadministrator%2Cbeginner%2Cfinance",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,Social: Broadcast (21),https://www.linkedin.com/feed/update/urn:li:share:7390120573500297217,2025-10-31 15:00:00,2025-10-31 16:20:46,,10-31-2025 16:20,Friday,16:00,, , ,Learn for Organizations, ,MSFT Learn | Agency (Dojo) created,Biz User,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7390120573500297217,Microsoft Learn,Nancy Tandy Approver Group,8559,295,97,0,5,140,295,0,0,0,985473,0,,,,,
Instagram,"🧠 Already solving problems with Microsoft Fabric and Copilot? Show what you can do. Pass a #MicrosoftAppliedSkills assessment and enter to receive 50% off your next #MicrosoftCertification. See details: Link in bio.
15,000 vouchers | 50% off | Terms apply",SENT,microsoftlearn,INSTAGRAM,Emma Casey,Social: Broadcast (21),https://www.instagram.com/p/DPZ7eY_D4Xn/,2025-10-05 18:00:01,2025-10-05 18:00:01,,10-05-2025 18:00,Sunday,18:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,General,,Photo,https://www.instagram.com/p/DPZ7eY_D4Xn/,microsoftlearn,,8641,39,33,1,1,0,39,0,1,0,69960,0,,,,,
LinkedIn,"3,400 developers. 30 countries. 2 days of nonstop innovation. 
That was GitHub Universe 2025.

From AI agents to secure pipelines, developers came together in San Francisco to explore how code, collaboration, and creativity are evolving in real time. Thousands more tuned in online to learn, share, and build the future together.

The theme was clear — the best developers aren’t waiting for change, they’re learning their way into it.

At Microsoft Learn, that’s what we celebrate. Every new tool, every idea, every “how does this work” moment becomes a new skill. Because progress starts when curiosity turns into capability.

Catch the highlights, explore the sessions, and start your next learning path today on Microsoft Learn.",SENT,Microsoft Learn,LINKEDIN_COMPANY,Emma Casey,Social: Broadcast (21),https://www.linkedin.com/feed/update/urn:li:share:7389759759375237120,2025-10-30 16:26:49,2025-10-30 16:27:02,,10-30-2025 16:27,Thursday,16:00,, , ,Microsoft Learn Community, ,MSFT Learn | Microsoft created,Developer,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7389759759375237120,Microsoft Learn,,8644,163,92,1,8,0,163,0,1,0,985071,0,,,,,
LinkedIn,"🧑‍💻 Every programmer starts with a first line of code. Mastering the basics can spark skills, confidence, and a whole new future in tech. What was your first line of code? 

Take the class: https://learn.microsoft.com/en-us/training/modules/csharp-write-first/?WT.mc_id=general_LinkedIn-wwl",SENT,Microsoft Learn,LINKEDIN_COMPANY,Helena Freitas,Z_MSFT Learn | Editorial  (Universal),https://www.linkedin.com/feed/update/urn:li:share:7381810626278600704,2025-10-08 18:00:00,2025-10-08 18:00:01,,10-08-2025 18:00,Wednesday,18:00,, , ,, ,MSFT Learn | Agency (Dojo) created,Developer,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7381810626278600704,Microsoft Learn,Gita Sharma Approver Group,8719,350,62,5,8,180,350,4,1,0,966478,0,,,,,
Instagram,"Join us at the Microsoft Copilot & AI Agents Summit and discover how Copilot and AI Agents are transforming productivity, creativity and business impact across industries.
📅 November 26-27, 2025.
What to expect:
✅ Expert-led sessions on the latest AI innovations
✅ Real-world use cases and success stories
✅ Practical guidance to accelerate your AI journey
✅ 3-Level Agent-a-thon designed for everyone across your organization

Don’t miss this opportunity to learn how to empower your organization with AI and stay ahead in the era of intelligent productivity. 👉 Tap the link in bio and register now.",SENT,microsoftlearn,INSTAGRAM,Emma Casey,Social: Broadcast (21),https://www.instagram.com/p/DQ7lohHgbd5/,2025-11-11 16:20:59,2025-11-11 16:21:10,,11-11-2025 16:21,Tuesday,16:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://www.instagram.com/p/DQ7lohHgbd5/,microsoftlearn,,8815,123,82,2,9,0,123,0,2,0,85647,0,,,,,
Instagram,Want to experiment with AI agents? The Writing Coach is a great place to start ✍️,SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | AON (Universal),https://www.instagram.com/reel/DSkbAbMk6iL/,2025-12-22 10:00:03,2025-12-22 10:00:03,,12-22-2025 10:00,Monday,10:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,General,,Video,https://www.instagram.com/reel/DSkbAbMk6iL/,microsoftlearn,,8896,175,148,5,2,0,9071,1,2,2,108689,0,,,,,
LinkedIn,"🚀 The future of coding begins at GitHub Universe Day 1

Today marks the start of a week dedicated to innovation, learning, and community. GitHub Universe brings together developers, learners, and creators who are shaping what comes next in AI and software development.

With Microsoft Learn, you can turn that inspiration into growth:

• Gain insights from keynotes exploring AI and GitHub innovation
• Watch Lightning Demos that show real workflows you can apply right away
• Join hands-on labs to practice new skills and collaborate with others
• Validate your expertise with Microsoft Certifications that advance your career

Every session is a chance to learn something new, apply it quickly, and take the next step in your journey as a developer.

📍 Explore today’s agenda: https://lnkd.in/eDbJjWvz",SENT,Microsoft Learn,LINKEDIN_COMPANY,SprinklrSystem ,[Auto Import] (Universal),https://www.linkedin.com/feed/update/urn:li:share:7389004247851425792,2025-10-28 14:24:53,2025-10-28 14:24:53,,10-28-2025 14:24,Tuesday,14:00,, , ,, ,,,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7389004247851425792,Microsoft Learn,,8928,175,83,0,6,0,175,0,0,0,983063,0,,,,,
X,"If AI still feels a bit scattered, this helps bring it all together.
This learning path focuses on Microsoft Foundry and covers:
• Gen AI and agents
• Text analysis, speech, and computer vision
• Information extraction

Start learning: https://learn.microsoft.com/en-us/training/paths/get-started-ai-apps-agents/",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | AON (Universal),https://twitter.com/MicrosoftLearn/status/2038904133411819683,2026-03-31 05:00:00,2026-03-31 05:00:01,,03-31-2026 05:00,Tuesday,05:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Link,https://twitter.com/MicrosoftLearn/status/2038904133411819683,Microsoft Learn,,8932,700,240,5,35,303,700,1,2,2,483733,0,,,,,
Instagram,Every journey has a vibe. What’s yours? 🧘,SENT,microsoftlearn,INSTAGRAM,Emily Doyen,Z_MSFT Learn | Editorial  (Universal),https://www.instagram.com/p/DOghNZCjIKi/,2025-09-12 12:00:00,2025-09-12 12:00:14,,09-12-2025 12:00,Friday,12:00,, , ,, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://www.instagram.com/p/DOghNZCjIKi/,microsoftlearn,Gita Sharma Approver Group,8940,52,41,7,1,0,52,1,6,0,61445,0,,,,,
Instagram,Prep now and interview stronger in the new year with Copilot. Start with these 3 easy steps.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,[Auto Import] (Universal),https://www.instagram.com/reel/DSgLDtmEuGj/,2025-12-20 18:01:05,2025-12-20 18:01:05,,12-20-2025 18:01,Saturday,18:00,, , ,, ,,,,Video,https://www.instagram.com/reel/DSgLDtmEuGj/,microsoftlearn,,8965,153,121,3,11,0,9118,1,1,1,106765,0,,,,,
LinkedIn,"AI is transforming how we build, deploy and protect digital systems. Are your skills keeping up? 
👉 Explore how to assess current learning opportunities and strengthen your security foundation with Microsoft Learn →  aka.ms/SkillingForSecureAI ",SENT,Microsoft Learn,LINKEDIN_COMPANY,SprinklrSystem ,[Auto Import] (Universal),https://www.linkedin.com/feed/update/urn:li:share:7389363215245180928,2025-10-29 14:11:18,2025-10-29 14:11:18,,10-29-2025 14:11,Wednesday,14:00,, , ,, ,,,,Photo,https://www.linkedin.com/feed/update/urn:li:share:7389363215245180928,Microsoft Learn,,8983,177,76,1,5,0,177,0,1,0,984170,0,,,,,
Instagram,"Show off your skills and validate your expertise with Microsoft Credentials. At Ignite, you can find us at the AI Skills Navigator to start earning verified credentials in person! 🏆",SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | Ignite (Universal),https://www.instagram.com/p/DRSjwJZkoAD/,2025-11-20 14:27:04,2025-11-20 14:27:18,,11-20-2025 14:27,Thursday,14:00,, , ,AI Skills Navigator (AISN), ,MSFT Learn | Microsoft created,Biz User,,Photo,https://www.instagram.com/p/DRSjwJZkoAD/,microsoftlearn,Credentials Approver Group,8989,80,63,1,4,0,80,0,1,0,88320,0,,,,,
Instagram,"Want to apply this with your team? 

Explore the full guide in the link in bio. 🔗",SENT,microsoftlearn,INSTAGRAM,Marlon Zanatti,MSFT Learn | OBO (Universal),https://www.instagram.com/p/DThKr6xkWfw/,2026-01-14 23:39:32,2026-01-14 23:39:32,,01-14-2026 23:39,Wednesday,23:00,, , ,Learn for Organizations, ,MSFT Learn | Microsoft created,Decision Maker/Executive,,Carousel,https://www.instagram.com/p/DThKr6xkWfw/,microsoftlearn,Commercial Skilling Approver Group,9006,75,63,1,6,0,75,0,1,0,115136,0,,,,,
X,"A new rhythm of learning is here.
Join us at Microsoft Ignite 2025, and move with the future of innovation.",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | Ignite (Universal),https://twitter.com/MicrosoftLearn/status/1989755278397522419,2025-11-15 13:00:00,2025-11-15 13:00:01,,11-15-2025 13:00,Saturday,13:00,, , ,Other, ,MSFT Learn | Agency (Dojo) created,IT Pro,,Video,https://twitter.com/MicrosoftLearn/status/1989755278397522419,Microsoft Learn,,9058,111,86,11,10,0,1828,3,5,3,483236,0,,,,,
